PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27329807","The acute and chronic effects of ""NO LOAD"" resistance training","Counts BR, Buckner SL, Dankel SJ, Jessee MB, Mattocks KT, Mouser JG, Laurentino GC, Loenneke JP.","Physiol Behav. 2016 Oct 1;164(Pt A):345-52. doi: 10.1016/j.physbeh.2016.06.024. Epub 2016 Jun 18.","Counts BR","Physiol Behav","2016","2016/06/23","","","10.1016/j.physbeh.2016.06.024"
"27326819","Physical fitness improvement in overweight postmenopausal women who do not lose fat mass in response to exercise training","Myette-Côté É, Archambault-Therrien C, Brochu M, Dionne IJ, Riesco E.","Menopause. 2016 Oct;23(10):1122-9. doi: 10.1097/GME.0000000000000677.","Myette-Côté É","Menopause","2016","2016/06/22","","","10.1097/GME.0000000000000677"
"27317976","Muscle mechanical properties of strength and endurance athletes and changes after one week of intensive training","de Paula Simola RÁ, Raeder C, Wiewelhove T, Kellmann M, Meyer T, Pfeiffer M, Ferrauti A.","J Electromyogr Kinesiol. 2016 Oct;30:73-80. doi: 10.1016/j.jelekin.2016.05.005. Epub 2016 May 26.","de Paula Simola RÁ","J Electromyogr Kinesiol","2016","2016/06/19","","","10.1016/j.jelekin.2016.05.005"
"27291687","Stability of biceps brachii MMax with one session of strength training","Nuzzo JL, Barry BK, Gandevia SC, Taylor JL.","Muscle Nerve. 2016 Oct;54(4):791-3. doi: 10.1002/mus.25217. Epub 2016 Jul 11.","Nuzzo JL","Muscle Nerve","2016","2016/06/14","","","10.1002/mus.25217"
"27288195","Resistance exercise prevents impaired homocysteine metabolism and hepatic redox capacity in Walker-256 tumor-bearing male Wistar rats","Deminice R, Padilha Cde S, Borges F, da Silva LE, Rosa FT, Robinson JL, Cecchini R, Guarnier FA, Frajacomo FT.","Nutrition. 2016 Oct;32(10):1153-8. doi: 10.1016/j.nut.2016.03.008. Epub 2016 Mar 19.","Deminice R","Nutrition","2016","2016/06/12","","","10.1016/j.nut.2016.03.008"
"27287015","Original Research: Central and peripheral quadriceps fatigue in young and middle-aged untrained and endurance-trained men: A comparative study","Bachasson D, Decorte N, Wuyam B, Millet GY, Verges S.","Exp Biol Med (Maywood). 2016 Oct;241(16):1844-52. doi: 10.1177/1535370216654225. Epub 2016 Jun 10.","Bachasson D","Exp Biol Med (Maywood)","2016","2016/06/12","PMC5027946","","10.1177/1535370216654225"
"27088469","Effects of Light-Emitting Diode Therapy on Muscle Hypertrophy, Gene Expression, Performance, Damage, and Delayed-Onset Muscle Soreness: Case-control Study with a Pair of Identical Twins","Ferraresi C, Bertucci D, Schiavinato J, Reiff R, Araújo A, Panepucci R, Matheucci E Jr, Cunha AF, Arakelian VM, Hamblin MR, Parizotto N, Bagnato V.","Am J Phys Med Rehabil. 2016 Oct;95(10):746-57. doi: 10.1097/PHM.0000000000000490.","Ferraresi C","Am J Phys Med Rehabil","2016","2016/04/19","PMC5026559","NIHMS787030","10.1097/PHM.0000000000000490"
"26993133","Towards a Determination of the Physiological Characteristics Distinguishing Successful Mixed Martial Arts Athletes: A Systematic Review of Combat Sport Literature","James LP, Haff GG, Kelly VG, Beckman EM.","Sports Med. 2016 Oct;46(10):1525-51. doi: 10.1007/s40279-016-0493-1.","James LP","Sports Med","2016","2016/03/20","","","10.1007/s40279-016-0493-1"
"26976530","The effect from maximal bench press strength training on work economy during wheelchair propulsion in men with spinal cord injury","Tørhaug T, Brurok B, Hoff J, Helgerud J, Leivseth G.","Spinal Cord. 2016 Oct;54(10):838-842. doi: 10.1038/sc.2016.27. Epub 2016 Mar 15.","Tørhaug T","Spinal Cord","2016","2016/03/16","","","10.1038/sc.2016.27"
"26915358","Effect of strength training on regional hypertrophy of the elbow flexor muscles","Drummond MD, Szmuchrowski LA, Goulart KN, Couto BP.","Muscle Nerve. 2016 Oct;54(4):750-5. doi: 10.1002/mus.25088. Epub 2016 Jul 7.","Drummond MD","Muscle Nerve","2016","2016/02/27","","","10.1002/mus.25088"
"26906164","Does a single bout of resistance or aerobic exercise after insulin dose reduction modulate glycaemic control in type 2 diabetes? A randomised cross-over trial","Gordon BA, Bird SR, MacIsaac RJ, Benson AC.","J Sci Med Sport. 2016 Oct;19(10):795-9. doi: 10.1016/j.jsams.2016.01.004. Epub 2016 Feb 10.","Gordon BA","J Sci Med Sport","2016","2016/02/25","","","10.1016/j.jsams.2016.01.004"
"26890975","Postactivation Potentiation of Horizontal Jump Performance Across Multiple Sets of a Contrast Protocol","Seitz LB, Mina MA, Haff GG.","J Strength Cond Res. 2016 Oct;30(10):2733-2740. doi: 10.1519/JSC.0000000000001383.","Seitz LB","J Strength Cond Res","2016","2016/02/19","","","10.1519/JSC.0000000000001383"
"26890972","Comparing the Effectiveness of a Short-Term Vertical Jump vs. Weightlifting Program on Athletic Power Development","Teo SY, Newton MJ, Newton RU, Dempsey AR, Fairchild TJ.","J Strength Cond Res. 2016 Oct;30(10):2741-8. doi: 10.1519/JSC.0000000000001379.","Teo SY","J Strength Cond Res","2016","2016/02/19","","","10.1519/JSC.0000000000001379"
"26890971","Acute Anabolic Response and Muscular Adaptation After Hypertrophy-Style and Strength-Style Resistance Exercise","Gonzalez AM.","J Strength Cond Res. 2016 Oct;30(10):2959-64. doi: 10.1519/JSC.0000000000001378.","Gonzalez AM","J Strength Cond Res","2016","2016/02/19","","","10.1519/JSC.0000000000001378"
"26890969","Explosive Resistance Training Increases Rate of Force Development in Ankle Dorsiflexors and Gait Function in Adults With Cerebral Palsy","Kirk H, Geertsen SS, Lorentzen J, Krarup KB, Bandholm T, Nielsen JB.","J Strength Cond Res. 2016 Oct;30(10):2749-60. doi: 10.1519/JSC.0000000000001376.","Kirk H","J Strength Cond Res","2016","2016/02/19","","","10.1519/JSC.0000000000001376"
"26881871","Physiological profile of a professional boxer preparing for Title Bout: A case study","Halperin I, Hughes S, Chapman DW.","J Sports Sci. 2016 Oct;34(20):1949-56. doi: 10.1080/02640414.2016.1143110. Epub 2016 Feb 16.","Halperin I","J Sports Sci","2016","2016/02/17","","","10.1080/02640414.2016.1143110"
"26863586","Efficacy of a Four-Week Uphill Sprint Training Intervention in Field Hockey Players","Jakeman JR, McMullan J, Babraj JA.","J Strength Cond Res. 2016 Oct;30(10):2761-6. doi: 10.1519/JSC.0000000000001373.","Jakeman JR","J Strength Cond Res","2016","2016/02/11","","","10.1519/JSC.0000000000001373"
"26852885","Effects of 12 weeks of combined training without caloric restriction on inflammatory markers in overweight girls","Lopes WA, Leite N, da Silva LR, Brunelli DT, Gáspari AF, Radominski RB, Chacon-Mikahil MP, Cavaglieri CR.","J Sports Sci. 2016 Oct;34(20):1902-12. doi: 10.1080/02640414.2016.1142107. Epub 2016 Feb 6.","Lopes WA","J Sports Sci","2016","2016/02/09","","","10.1080/02640414.2016.1142107"
"26849791","Effects of Short-Interval and Long-Interval Swimming Protocols on Performance, Aerobic Adaptations, and Technical Parameters: A Training Study","Dalamitros AA, Zafeiridis AS, Toubekis AG, Tsalis GA, Pelarigo JG, Manou V, Kellis S.","J Strength Cond Res. 2016 Oct;30(10):2871-9. doi: 10.1519/JSC.0000000000001369.","Dalamitros AA","J Strength Cond Res","2016","2016/02/06","","","10.1519/JSC.0000000000001369"
"26849787","The V[Combining Dot Above]O2 Kinetics of Maximal and Supramaximal Running Exercises in Sprinters and Middle-Distance Runners","do Nascimento Salvador PC, Dal Pupo J, De Lucas RD, de Aguiar RA, Arins FB, Guglielmo LG.","J Strength Cond Res. 2016 Oct;30(10):2857-63. doi: 10.1519/JSC.0000000000001366.","do Nascimento Salvador PC","J Strength Cond Res","2016","2016/02/06","","","10.1519/JSC.0000000000001366"
"26849783","Lower Body Stiffness Modulation Strategies in Well Trained Female Athletes","Millett EL, Moresi MP, Watsford ML, Taylor PG, Greene DA.","J Strength Cond Res. 2016 Oct;30(10):2845-56. doi: 10.1519/JSC.0000000000001365.","Millett EL","J Strength Cond Res","2016","2016/02/06","","","10.1519/JSC.0000000000001365"
"26849477","Effects on muscle strength, maximal jump height, flexibility and postural sway after soccer and Zumba exercise among female hospital employees: a 9-month randomised controlled trial","Barene S, Holtermann A, Oseland H, Brekke OL, Krustrup P.","J Sports Sci. 2016 Oct;34(19):1849-58. doi: 10.1080/02640414.2016.1140906. Epub 2016 Feb 5.","Barene S","J Sports Sci","2016","2016/02/06","","","10.1080/02640414.2016.1140906"
"26817469","COX Inhibitor Influence on Skeletal Muscle Fiber Size and Metabolic Adaptations to Resistance Exercise in Older Adults","Trappe TA, Ratchford SM, Brower BE, Liu SZ, Lavin KM, Carroll CC, Jemiolo B, Trappe SW.","J Gerontol A Biol Sci Med Sci. 2016 Oct;71(10):1289-94. doi: 10.1093/gerona/glv231. Epub 2016 Jan 26.","Trappe TA","J Gerontol A Biol Sci Med Sci","2016","2016/01/29","PMC5018563","","10.1093/gerona/glv231"
"26791936","Maintenance of Velocity and Power With Cluster Sets During High-Volume Back Squats","Tufano JJ, Conlon JA, Nimphius S, Brown LE, Seitz LB, Williamson BD, Haff GG.","Int J Sports Physiol Perform. 2016 Oct;11(7):885-892. doi: 10.1123/ijspp.2015-0602. Epub 2016 Aug 24.","Tufano JJ","Int J Sports Physiol Perform","2016","2016/01/22","","","10.1123/ijspp.2015-0602"
"26791774","How Do World-Class Nordic Combined Athletes Differ From Specialized Cross-Country Skiers and Ski Jumpers in Sport-Specific Capacity and Training Characteristics?","Sandbakk Ø, Rasdal V, Bråten S, Moen F, Ettema G.","Int J Sports Physiol Perform. 2016 Oct;11(7):899-906. doi: 10.1123/ijspp.2015-0285. Epub 2016 Aug 24.","Sandbakk Ø","Int J Sports Physiol Perform","2016","2016/01/22","","","10.1123/ijspp.2015-0285"
"26656280","Impact of Resistance Training on Factors Involved in the Development of New-Onset Diabetes After Transplantation in Renal Transplant Recipients: An Open Randomized Pilot Study","Karelis AD, Hébert MJ, Rabasa-Lhoret R, Räkel A.","Can J Diabetes. 2016 Oct;40(5):382-388. doi: 10.1016/j.jcjd.2015.08.014. Epub 2015 Dec 2.","Karelis AD","Can J Diabetes","2016","2015/12/15","","","10.1016/j.jcjd.2015.08.014"
"26473446","NCAA strength and conditioning coach demographics, current practice trends and common injuries of athletes during strength and conditioning sessions","Waryasz GR, Daniels AH, Gil JA, Suric V, Eberson CP.","J Sports Med Phys Fitness. 2016 Oct;56(10):1188-1197. Epub 2015 Oct 16.","Waryasz GR","J Sports Med Phys Fitness","2016","2015/10/17","","",""
"26453999","Determinant factors in climbing ability: Influence of strength, anthropometry, and neuromuscular fatigue","Laffaye G, Levernier G, Collin JM.","Scand J Med Sci Sports. 2016 Oct;26(10):1151-9. doi: 10.1111/sms.12558. Epub 2015 Oct 10.","Laffaye G","Scand J Med Sci Sports","2016","2015/10/11","","","10.1111/sms.12558"
"26408499","Force production during maximal effort bend sprinting: Theory vs reality","Churchill SM, Trewartha G, Bezodis IN, Salo AI.","Scand J Med Sci Sports. 2016 Oct;26(10):1171-9. doi: 10.1111/sms.12559. Epub 2015 Sep 26.","Churchill SM","Scand J Med Sci Sports","2016","2015/09/27","","","10.1111/sms.12559"
"25474342","Changes in Acceleration and Deceleration Capacity Throughout Professional Soccer Match-Play","Russell M, Sparkes W, Northeast J, Cook CJ, Love TD, Bracken RM, Kilduff LP.","J Strength Cond Res. 2016 Oct;30(10):2839-44. doi: 10.1519/JSC.0000000000000805.","Russell M","J Strength Cond Res","2016","2014/12/05","","","10.1519/JSC.0000000000000805"
"25162653","""Functional"" Inspiratory and Core Muscle Training Enhances Running Performance and Economy","Tong TK, McConnell AK, Lin H, Nie J, Zhang H, Wang J.","J Strength Cond Res. 2016 Oct;30(10):2942-51. doi: 10.1519/JSC.0000000000000656.","Tong TK","J Strength Cond Res","2016","2014/08/28","","","10.1519/JSC.0000000000000656"
"24918300","Validation of a Video Analysis Software Package for Quantifying Movement Velocity in Resistance Exercises","Sañudo B, Rueda D, Pozo-Cruz BD, de Hoyo M, Carrasco L.","J Strength Cond Res. 2016 Oct;30(10):2934-41. doi: 10.1519/JSC.0000000000000563.","Sañudo B","J Strength Cond Res","2016","2014/06/12","","","10.1519/JSC.0000000000000563"
"24662231","Comparison Between the Effects of Combining Elastic and Free-Weight Resistance and Free-Weight Resistance on Force and Power Production","Paditsaeree K, Intiraporn C, Lawsirirat C.","J Strength Cond Res. 2016 Oct;30(10):2713-22. doi: 10.1519/JSC.0000000000000459.","Paditsaeree K","J Strength Cond Res","2016","2014/03/26","","","10.1519/JSC.0000000000000459"
"27706046","Internet-Supported Physical Exercise Training for Persons with Multiple Sclerosis-A Randomised, Controlled Study","Tallner A, Streber R, Hentschke C, Morgott M, Geidl W, Mäurer M, Pfeifer K.","Int J Mol Sci. 2016 Sep 30;17(10):1667. doi: 10.3390/ijms17101667.","Tallner A","Int J Mol Sci","2016","2016/10/06","PMC5085700","","10.3390/ijms17101667"
"27708684","The impact of protein quality on the promotion of resistance exercise-induced changes in muscle mass","Phillips SM.","Nutr Metab (Lond). 2016 Sep 29;13:64. doi: 10.1186/s12986-016-0124-8. eCollection 2016.","Phillips SM","Nutr Metab (Lond)","2016","2016/10/07","PMC5041535","","10.1186/s12986-016-0124-8"
"27706439","Swimming training attenuates oxidative damage and increases enzymatic but not non-enzymatic antioxidant defenses in the rat brain","Nonato LF, Rocha-Vieira E, Tossige-Gomes R, Soares AA, Soares BA, Freitas DA, Oliveira MX, Mendonça VA, Lacerda AC, Massensini AR, Leite HR.","Braz J Med Biol Res. 2016 Sep 29;49(10):e5310. doi: 10.1590/1414-431X20165310.","Nonato LF","Braz J Med Biol Res","2016","2016/10/06","PMC5044798","","10.1590/1414-431X20165310"
"29910294","Airflow-Restricting Mask Reduces Acute Performance in Resistance Exercise","Motoyama YL, Joel GB, Pereira PEA, Esteves GJ, Azevedo PHSM.","Sports (Basel). 2016 Sep 23;4(4):46. doi: 10.3390/sports4040046.","Motoyama YL","Sports (Basel)","2016","2018/06/19","PMC5968897","","10.3390/sports4040046"
"27766021","Dehydroepiandrosterone Supplementation Combined with Whole-Body Vibration Training Affects Testosterone Level and Body Composition in Mice","Chen WC, Chen YM, Huang CC, Tzeng YD.","Int J Med Sci. 2016 Sep 16;13(10):730-740. doi: 10.7150/ijms.16132. eCollection 2016.","Chen WC","Int J Med Sci","2016","2016/10/22","PMC5069407","","10.7150/ijms.16132"
"27636206","Ingestion of High Molecular Weight Carbohydrate Enhances Subsequent Repeated Maximal Power: A Randomized Controlled Trial","Oliver JM, Almada AL, Van Eck LE, Shah M, Mitchell JB, Jones MT, Jagim AR, Rowlands DS.","PLoS One. 2016 Sep 16;11(9):e0163009. doi: 10.1371/journal.pone.0163009. eCollection 2016.","Oliver JM","PLoS One","2016","2016/09/17","PMC5026365","","10.1371/journal.pone.0163009"
"27332742","The impact of exercise on ventricular arrhythmias in adults with tetralogy of Fallot","Ávila P, Marcotte F, Dore A, Mercier LA, Shohoudi A, Mongeon FP, Mondésert B, Proietti A, Ibrahim R, Asgar A, Poirier N, Khairy P.","Int J Cardiol. 2016 Sep 15;219:218-24. doi: 10.1016/j.ijcard.2016.06.011. Epub 2016 Jun 14.","Ávila P","Int J Cardiol","2016","2016/06/23","","","10.1016/j.ijcard.2016.06.011"
"27219125","Resistance training-induced changes in integrated myofibrillar protein synthesis are related to hypertrophy only after attenuation of muscle damage","Damas F, Phillips SM, Libardi CA, Vechin FC, Lixandrão ME, Jannig PR, Costa LA, Bacurau AV, Snijders T, Parise G, Tricoli V, Roschel H, Ugrinowitsch C.","J Physiol. 2016 Sep 15;594(18):5209-22. doi: 10.1113/JP272472. Epub 2016 Jul 9.","Damas F","J Physiol","2016","2016/05/25","PMC5023708","","10.1113/JP272472"
"26638792","Do antioxidant supplements interfere with skeletal muscle adaptation to exercise training?","Merry TL, Ristow M.","J Physiol. 2016 Sep 15;594(18):5135-47. doi: 10.1113/JP270654. Epub 2016 Jan 18.","Merry TL","J Physiol","2016","2015/12/08","PMC5023714","","10.1113/JP270654"
"27833721","Combined Effects of Lignosus rhinocerotis Supplementation and Resistance Training on Isokinetic Muscular Strength and Power, Anaerobic and Aerobic Fitness Level, and Immune Parameters in Young Males","Chen CK, Hamdan NF, Ooi FK, Wan Abd Hamid WZ.","Int J Prev Med. 2016 Sep 14;7:107. doi: 10.4103/2008-7802.190604. eCollection 2016.","Chen CK","Int J Prev Med","2016","2016/11/12","PMC5036278","","10.4103/2008-7802.190604"
"27163301","A low arm and leg muscle mass to total body weight ratio is associated with an increased prevalence of metabolic syndrome: The Korea National Health and Nutrition Examination Survey 2010-2011","Kim YH, So WY.","Technol Health Care. 2016 Sep 14;24(5):655-63. doi: 10.3233/THC-161162.","Kim YH","Technol Health Care","2016","2016/05/11","","","10.3233/THC-161162"
"28149399","A systematic review of the main factors that determine agility in sport using structural equation modeling","Hojka V, Stastny P, Rehak T, Gołas A, Mostowik A, Zawart M, Musálek M.","J Hum Kinet. 2016 Sep 10;52:115-123. doi: 10.1515/hukin-2015-0199. eCollection 2016 Sep 1.","Hojka V","J Hum Kinet","2016","2017/02/03","PMC5260523","","10.1515/hukin-2015-0199"
"28149397","Optimizing post activation potentiation for explosive activities in competitive sports","Gołaś A, Maszczyk A, Zajac A, Mikołajec K, Stastny P.","J Hum Kinet. 2016 Sep 10;52:95-106. doi: 10.1515/hukin-2015-0197. eCollection 2016 Sep 1.","Gołaś A","J Hum Kinet","2016","2017/02/03","PMC5260521","","10.1515/hukin-2015-0197"
"27609035","Effects of whole-body vibration applied to lower extremity muscles during decline bench press exercise","García-Gutiérrez MT, Hazell TJ, Marín PJ.","J Musculoskelet Neuronal Interact. 2016 Sep 7;16(3):204-10.","García-Gutiérrez MT","J Musculoskelet Neuronal Interact","2016","2016/09/10","PMC5114343","",""
"27590681","Effect of physical exercise training in patients with Chagas heart disease: study protocol for a randomized controlled trial (PEACH study)","Mendes Fde S, Sousa AS, Souza FC, Pinto VL, Silva PS, Saraiva RM, Xavier SS, Veloso HH, Holanda MT, Costa AR, Carneiro FM, Silva GM, Borges JP, Tibirica E, Pinheiro RO, Lara FA, Hasslocher-Moreno AM, Brasil PE, Mediano MF.","Trials. 2016 Sep 2;17(1):433. doi: 10.1186/s13063-016-1553-4.","Mendes Fde S","Trials","2016","2016/09/04","PMC5010675","","10.1186/s13063-016-1553-4"
