PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29199385","Resistance exercise enhances oxygen uptake without worsening cardiac function in patients with systolic heart failure: a systematic review and meta-analysis","Santos FV, Chiappa GR, Ramalho SHR, de Lima ACGB, de Souza FSJ, Cahalin LP, Durigan JLQ, de Castro I, Cipriano G Jr.","Heart Fail Rev. 2018 Jan;23(1):73-89. doi: 10.1007/s10741-017-9658-8.","Santos FV","Heart Fail Rev","2018","2017/12/05","","","10.1007/s10741-017-9658-8"
"29202557","Non-alcoholic fatty liver disease and lifestyle modifications, focusing on physical activity","Kwak MS, Kim D.","Korean J Intern Med. 2018 Jan;33(1):64-74. doi: 10.3904/kjim.2017.343. Epub 2017 Dec 6.","Kwak MS","Korean J Intern Med","2018","2017/12/06","PMC5768549","","10.3904/kjim.2017.343"
"29236934","Sensory-motor training versus resistance training among patients with knee osteoarthritis: randomized single-blind controlled trial","Gomiero AB, Kayo A, Abraão M, Peccin MS, Grande AJ, Trevisani VF.","Sao Paulo Med J. 2018 Jan-Feb;136(1):44-50. doi: 10.1590/1516-3180.2017.0174100917. Epub 2017 Dec 7.","Gomiero AB","Sao Paulo Med J","2018","2017/12/14","","","10.1590/1516-3180.2017.0174100917"
"29246338","Cardiorespiratory Capacity and Strength Remain Attenuated in Children with Severe Burn Injuries at Over 3 Years Postburn","Cambiaso-Daniel J, Rivas E, Carson JS, Hundeshagen G, Nunez Lopez O, Glover SQ, Herndon DN, Suman OE.","J Pediatr. 2018 Jan;192:152-158. doi: 10.1016/j.jpeds.2017.09.015.","Cambiaso-Daniel J","J Pediatr","2018","2017/12/17","PMC5739078","NIHMS919376","10.1016/j.jpeds.2017.09.015"
"29251686","Nil Whey Protein Effect on Glycemic Control after Intense Mixed-Mode Training in Type 2 Diabetes","Gaffney KA, Lucero A, Stoner L, Faulkner J, Whitfield P, Krebs J, Rowlands DS.","Med Sci Sports Exerc. 2018 Jan;50(1):11-17. doi: 10.1249/MSS.0000000000001404.","Gaffney KA","Med Sci Sports Exerc","2018","2017/12/19","","","10.1249/MSS.0000000000001404"
"29257792","Effect of Lower-Body Resistance Training on Upper-Body Strength Adaptation in Trained Men","Bartolomei S, Hoffman JR, Stout JR, Merni F.","J Strength Cond Res. 2018 Jan;32(1):13-18. doi: 10.1519/JSC.0000000000001639.","Bartolomei S","J Strength Cond Res","2018","2017/12/20","","","10.1519/JSC.0000000000001639"
"29380857","The Impact of Dietary Factors on Indices of Chronic Disease in Older People: A Systematic Review","Nowson CA, Service C, Appleton J, Grieger JA.","J Nutr Health Aging. 2018;22(2):282-296. doi: 10.1007/s12603-017-0920-5.","Nowson CA","J Nutr Health Aging","2018","2018/01/31","","","10.1007/s12603-017-0920-5"
"29412234","Combination of preoperative pulmonary and nutritional preparation for esophagectomy","Agrelli TF, Borges MC, Cunha FMRD, Silva ÉMCD, Terra Júnior JA, Crema E.","Acta Cir Bras. 2018 Jan;33(1):67-74. doi: 10.1590/s0102-865020180010000007.","Agrelli TF","Acta Cir Bras","2018","2018/02/08","","","10.1590/s0102-865020180010000007"
"29413511","Mechanisms underlying the impact of exercise training in pulmonary arterial hypertension","Nogueira-Ferreira R, Moreira-Gonçalves D, Santos M, Trindade F, Ferreira R, Henriques-Coelho T.","Respir Med. 2018 Jan;134:70-78. doi: 10.1016/j.rmed.2017.11.022. Epub 2017 Dec 1.","Nogueira-Ferreira R","Respir Med","2018","2018/02/08","","","10.1016/j.rmed.2017.11.022"
"29455765","Increasing cardiopulmonary aerobic activity improves motor cognitive response time: An inference from preliminary one-group pretest-posttest quasi-experimental study","Mishra R, Dasgupta A, Mohan V, Aranha VP, Samuel AJ.","Indian Heart J. 2018 Jan-Feb;70(1):128-129. doi: 10.1016/j.ihj.2017.11.010. Epub 2017 Nov 10.","Mishra R","Indian Heart J","2018","2018/02/20","PMC5903012","","10.1016/j.ihj.2017.11.010"
"29526840","Feasibility of high intensity training in nonspecific chronic low back pain: A clinical trial","Verbrugghe J, Agten A, O Eijnde B, Olivieri E, Huybrechts X, Seelen H, Vandenabeele F, Timmermans A.","J Back Musculoskelet Rehabil. 2018;31(4):657-666. doi: 10.3233/BMR-170810.","Verbrugghe J","J Back Musculoskelet Rehabil","2018","2018/03/13","","","10.3233/BMR-170810"
"29582887","Cardiorespiratory Adaptations in Elderly Men Following Different Concurrent Training Regimes","Cadore EL, Pinto RS, Teodoro JL, da Silva LXN, Menger E, Alberton CL, Cunha G, Schumann M, Bottaro M, ZamboM-Ferraresi F, Izquierdo M.","J Nutr Health Aging. 2018;22(4):483-490. doi: 10.1007/s12603-017-0958-4.","Cadore EL","J Nutr Health Aging","2018","2018/03/28","","","10.1007/s12603-017-0958-4"
"29600086","Exercise training in pulmonary arterial hypertension","Dalla Vecchia LA, Bussotti M.","J Thorac Dis. 2018 Jan;10(1):508-521. doi: 10.21037/jtd.2018.01.90.","Dalla Vecchia LA","J Thorac Dis","2018","2018/03/31","PMC5863136","","10.21037/jtd.2018.01.90"
"29654548","Reduced Muscle Strength in Barth Syndrome May Be Improved by Resistance Exercise Training: A Pilot Study","Bittel AJ, Bohnert KL, Reeds DN, Peterson LR, de Las Fuentes L, Corti M, Taylor CL, Byrne BJ, Cade WT.","JIMD Rep. 2018;41:63-72. doi: 10.1007/8904_2018_102. Epub 2018 Apr 14.","Bittel AJ","JIMD Rep","2018","2018/04/15","PMC6122057","","10.1007/8904_2018_102"
"29733043","Effect of whole-body vibration on neuromuscular performance: A literature review","Alam MM, Khan AA, Farooq M.","Work. 2018;59(4):571-583. doi: 10.3233/WOR-182699.","Alam MM","Work","2018","2018/05/08","","","10.3233/WOR-182699"
"29865099","The efficacy of a whole body sprint-interval training intervention in an office setting: A feasibility study","Gurd BJ, Patel J, Edgett BA, Scribbans TD, Quadrilatero J, Fischer SL.","Work. 2018;60(2):295-301. doi: 10.3233/WOR-182733.","Gurd BJ","Work","2018","2018/06/06","","","10.3233/WOR-182733"
"29889057","Effects of assisted sit-up exercise compared to core stabilization exercise on patients with non-specific low back pain: A randomized controlled trial","Bae CR, Jin Y, Yoon BC, Kim NH, Park KW, Lee SH.","J Back Musculoskelet Rehabil. 2018;31(5):871-880. doi: 10.3233/BMR-170997.","Bae CR","J Back Musculoskelet Rehabil","2018","2018/06/12","","","10.3233/BMR-170997"
"29924184","The influence of inspiratory muscle training combined with the Pilates method on lung function in elderly women: A randomized controlled trial","Alvarenga GM, Charkovski SA, Santos LKD, Silva MABD, Tomaz GO, Gamba HR.","Clinics (Sao Paulo). 2018;73:e356. doi: 10.6061/clinics/2018/e356. Epub 2018 Jun 18.","Alvarenga GM","Clinics (Sao Paulo)","2018","2018/06/21","PMC5996441","","10.6061/clinics/2018/e356"
"30089294","Effects of Resistive Jaw-Opening Exercise with Elastic Bands on Suprahyoid Muscle Activation in Normal Subjects","Oh JC, Kwon JS.","Folia Phoniatr Logop. 2018;70(3-4):101-108. doi: 10.1159/000491082. Epub 2018 Aug 8.","Oh JC","Folia Phoniatr Logop","2018","2018/08/09","","","10.1159/000491082"
"30390262","Muscle Atrophy in Chronic Kidney Disease","Schardong J, Marcolino MAZ, Plentz RDM.","Adv Exp Med Biol. 2018;1088:393-412. doi: 10.1007/978-981-13-1435-3_18.","Schardong J","Adv Exp Med Biol","2018","2018/11/04","","","10.1007/978-981-13-1435-3_18"
"30393753","No clear benefit of muscle heating on hypertrophy and strength with resistance training","Stadnyk AMJ, Rehrer NJ, Handcock PJ, Meredith-Jones KA, Cotter JD.","Temperature (Austin). 2017 Dec 7;5(2):175-183. doi: 10.1080/23328940.2017.1391366. eCollection 2018.","Stadnyk AMJ","Temperature (Austin)","2017","2018/11/06","PMC6209423","","10.1080/23328940.2017.1391366"
"30613464","Exercise in Myositis","Alexanderson H.","Curr Treatm Opt Rheumatol. 2018;4(4):289-298. doi: 10.1007/s40674-018-0113-3. Epub 2018 Nov 23.","Alexanderson H","Curr Treatm Opt Rheumatol","2018","2019/01/08","PMC6299050","","10.1007/s40674-018-0113-3"
"30821280","Assessment of isometric strength of the shoulder rotators in swimmers using a handheld dynamometer: a reliability study","Conceição A, Parraca J, Marinho D, Costa M, Louro H, Silva A, Batalha N.","Acta Bioeng Biomech. 2018;20(4):113-119.","Conceição A","Acta Bioeng Biomech","2018","2019/03/02","","",""
"31149646","Efficacy of Age-Specific High-Intensity Stretch-Shortening Contractions in Reversing Dynapenia, Sarcopenia, and Loss of Skeletal Muscle Quality","Baker BA.","J Funct Morphol Kinesiol. 2018;3(2):36. doi: 10.3390/jfmk3020036. Epub 2018 Jun 19.","Baker BA","J Funct Morphol Kinesiol","2018","2019/06/01","PMC6537613","NIHMS1026425","10.3390/jfmk3020036"
"31179439","Physical Activity, Weight Control, and Biomarkers of Prognosis and Survival among Breast Cancer Survivors","Coughlin SS, Kapuku G.","Arch Epidemiol. 2018;3(4):10.29011/2257-2252.100027. doi: 10.29011/2257-2252.100027. Epub 2018 Dec 26.","Coughlin SS","Arch Epidemiol","2018","2019/06/11","PMC6550489","NIHMS1030245","10.29011/2257-2252.100027"
"29305660","Psychophysiological, Body Composition, Biomechanical and Autonomic Modulation Analysis Procedures in an Ultraendurance Mountain Race","Belinchon-deMiguel P, Clemente-Suárez VJ.","J Med Syst. 2018 Jan 5;42(2):32. doi: 10.1007/s10916-017-0889-y.","Belinchon-deMiguel P","J Med Syst","2018","2018/01/07","","","10.1007/s10916-017-0889-y"
"29910305","The Three-Month Effects of a Ketogenic Diet on Body Composition, Blood Parameters, and Performance Metrics in CrossFit Trainees: A Pilot Study","Kephart WC, Pledge CD, Roberson PA, Mumford PW, Romero MA, Mobley CB, Martin JS, Young KC, Lowery RP, Wilson JM, Huggins KW, Roberts MD.","Sports (Basel). 2018 Jan 9;6(1):1. doi: 10.3390/sports6010001.","Kephart WC","Sports (Basel)","2018","2018/06/19","PMC5969192","","10.3390/sports6010001"
"29324825","Early- and later-phases satellite cell responses and myonuclear content with resistance training in young men","Damas F, Libardi CA, Ugrinowitsch C, Vechin FC, Lixandrão ME, Snijders T, Nederveen JP, Bacurau AV, Brum P, Tricoli V, Roschel H, Parise G, Phillips SM.","PLoS One. 2018 Jan 11;13(1):e0191039. doi: 10.1371/journal.pone.0191039. eCollection 2018.","Damas F","PLoS One","2018","2018/01/12","PMC5764368","","10.1371/journal.pone.0191039"
"29593907","Effects of a 12-Week Exercise Training Program on Physical Function in Institutionalized Frail Elderly","Ferreira CB, Teixeira PDS, Alves Dos Santos G, Dantas Maya AT, Americano do Brasil P, Souza VC, Córdova C, Ferreira AP, Lima RM, Nóbrega OT.","J Aging Res. 2018 Jan 11;2018:7218102. doi: 10.1155/2018/7218102. eCollection 2018.","Ferreira CB","J Aging Res","2018","2018/03/30","PMC5821996","","10.1155/2018/7218102"
"29330460","Enhanced skeletal muscle ribosome biogenesis, yet attenuated mTORC1 and ribosome biogenesis-related signalling, following short-term concurrent versus single-mode resistance training","Fyfe JJ, Bishop DJ, Bartlett JD, Hanson ED, Anderson MJ, Garnham AP, Stepto NK.","Sci Rep. 2018 Jan 12;8(1):560. doi: 10.1038/s41598-017-18887-6.","Fyfe JJ","Sci Rep","2018","2018/01/14","PMC5766515","","10.1038/s41598-017-18887-6"
"29344008","Understanding the factors that effect maximal fat oxidation","Purdom T, Kravitz L, Dokladny K, Mermier C.","J Int Soc Sports Nutr. 2018 Jan 12;15:3. doi: 10.1186/s12970-018-0207-1. eCollection 2018.","Purdom T","J Int Soc Sports Nutr","2018","2018/01/19","PMC5766985","","10.1186/s12970-018-0207-1"
"29338015","Exercise-induced circulating microRNA changes in athletes in various training scenarios","Horak M, Zlamal F, Iliev R, Kucera J, Cacek J, Svobodova L, Hlavonova Z, Kalina T, Slaby O, Bienertova-Vasku J.","PLoS One. 2018 Jan 16;13(1):e0191060. doi: 10.1371/journal.pone.0191060. eCollection 2018.","Horak M","PLoS One","2018","2018/01/17","PMC5770042","","10.1371/journal.pone.0191060"
"29910307","Resting Hormone Alterations and Injuries: Block vs. DUP Weight-Training among D-1 Track and Field Athletes","Painter KB, Haff GG, Triplett NT, Stuart C, Hornsby G, Ramsey MW, Bazyler CD, Stone MH.","Sports (Basel). 2018 Jan 16;6(1):3. doi: 10.3390/sports6010003.","Painter KB","Sports (Basel)","2018","2018/06/19","PMC5969203","","10.3390/sports6010003"
"29203714","Exercise, heat shock proteins and insulin resistance","Archer AE, Von Schulze AT, Geiger PC.","Philos Trans R Soc Lond B Biol Sci. 2018 Jan 19;373(1738):20160529. doi: 10.1098/rstb.2016.0529.","Archer AE","Philos Trans R Soc Lond B Biol Sci","2018","2017/12/06","PMC5717529","","10.1098/rstb.2016.0529"
"29357826","Effects of resistance training on body composition and functional capacity among sarcopenic obese residents in long-term care facilities: a preliminary study","Chiu SC, Yang RS, Yang RJ, Chang SF.","BMC Geriatr. 2018 Jan 22;18(1):21. doi: 10.1186/s12877-018-0714-6.","Chiu SC","BMC Geriatr","2018","2018/01/24","PMC5778732","","10.1186/s12877-018-0714-6"
"29371382","Inspiratory muscle training does not improve clinical outcomes in 3-week COPD rehabilitation: results from a randomised controlled trial","Schultz K, Jelusic D, Wittmann M, Krämer B, Huber V, Fuchs S, Lehbert N, Wingart S, Stojanovic D, Göhl O, Alma HJ, de Jong C, van der Molen T, Faller H, Schuler M.","Eur Respir J. 2018 Jan 25;51(1):1702000. doi: 10.1183/13993003.02000-2017. Print 2018 Jan.","Schultz K","Eur Respir J","2018","2018/01/27","","","10.1183/13993003.02000-2017"
"29373984","The effect of targeted exercise on knee-muscle function in patients with persistent hamstring deficiency following ACL reconstruction - study protocol for a randomized controlled trial","Bregenhof B, Jørgensen U, Aagaard P, Nissen N, Creaby MW, Thorlund JB, Jensen C, Torfing T, Holsgaard-Larsen A.","Trials. 2018 Jan 26;19(1):75. doi: 10.1186/s13063-018-2448-3.","Bregenhof B","Trials","2018","2018/01/28","PMC5787267","","10.1186/s13063-018-2448-3"
"29332919","High-Intensity Interval Training for Severe Left Ventricular Dysfunction Treated with Left Ventricular Assist Device","Ugata Y, Wada H, Sakakura K, Ibe T, Ito M, Ikeda N, Fujita H, Momomura SI.","Int Heart J. 2018 Jan 27;59(1):216-219. doi: 10.1536/ihj.17-090. Epub 2018 Jan 15.","Ugata Y","Int Heart J","2018","2018/01/16","","","10.1536/ihj.17-090"
"29377893","Improvement in cardiac dysfunction with a novel circuit training method combining simultaneous aerobic-resistance exercises. A randomized trial","Dor-Haim H, Barak S, Horowitz M, Yaakobi E, Katzburg S, Swissa M, Lotan C.","PLoS One. 2018 Jan 29;13(1):e0188551. doi: 10.1371/journal.pone.0188551. eCollection 2018.","Dor-Haim H","PLoS One","2018","2018/01/30","PMC5788332","","10.1371/journal.pone.0188551"
"29910312","Effects of a 12-Week Modified German Volume Training Program on Muscle Strength and Hypertrophy-A Pilot Study","Hackett DA, Amirthalingam T, Mitchell L, Mavros Y, Wilson GC, Halaki M.","Sports (Basel). 2018 Jan 29;6(1):7. doi: 10.3390/sports6010007.","Hackett DA","Sports (Basel)","2018","2018/06/19","PMC5969184","","10.3390/sports6010007"
"27398916","The Physical and Athletic Performance Characteristics of Division I Collegiate Female Soccer Players by Position","Lockie RG, Moreno MR, Lazar A, Orjalo AJ, Giuliano DV, Risso FG, Davis DL, Crelling JB, Lockwood JR, Jalilvand F.","J Strength Cond Res. 2018 Feb;32(2):334-343. doi: 10.1519/JSC.0000000000001561.","Lockie RG","J Strength Cond Res","2018","2016/07/12","","","10.1519/JSC.0000000000001561"
"27669182","Mechanical Demands of the Hang Power Clean and Jump Shrug: A Joint-Level Perspective","Kipp K, Malloy PJ, Smith JC, Giordanelli MD, Kiely MT, Geiser CF, Suchomel TJ.","J Strength Cond Res. 2018 Feb;32(2):466-474. doi: 10.1519/JSC.0000000000001636.","Kipp K","J Strength Cond Res","2018","2016/09/27","","","10.1519/JSC.0000000000001636"
"28294417","Progressive resistance-loaded voluntary wheel running increases hypertrophy and differentially affects muscle protein synthesis, ribosome biogenesis, and proteolytic markers in rat muscle","Mobley CB, Holland AM, Kephart WC, Mumford PW, Lowery RP, Kavazis AN, Wilson JM, Roberts MD.","J Anim Physiol Anim Nutr (Berl). 2018 Feb;102(1):317-329. doi: 10.1111/jpn.12691. Epub 2017 Mar 15.","Mobley CB","J Anim Physiol Anim Nutr (Berl)","2018","2017/03/16","","","10.1111/jpn.12691"
"28321925","Effects of 6-month aerobic interval training on skeletal muscle metabolism in middle-aged metabolic syndrome patients","Guadalupe-Grau A, Fernández-Elías VE, Ortega JF, Dela F, Helge JW, Mora-Rodriguez R.","Scand J Med Sci Sports. 2018 Feb;28(2):585-595. doi: 10.1111/sms.12881. Epub 2017 Apr 20.","Guadalupe-Grau A","Scand J Med Sci Sports","2018","2017/03/22","","","10.1111/sms.12881"
"28431408","Effects of Exercise Modality During Additional ""High-Intensity Interval Training"" on Aerobic Fitness and Strength in Powerlifting and Strongman Athletes","Androulakis-Korakakis P, Langdown L, Lewis A, Fisher JP, Gentil P, Paoli A, Steele J.","J Strength Cond Res. 2018 Feb;32(2):450-457. doi: 10.1519/JSC.0000000000001809.","Androulakis-Korakakis P","J Strength Cond Res","2018","2017/04/22","","","10.1519/JSC.0000000000001809"
"28488799","Systematic review of exercise training in colorectal cancer patients during treatment","van Rooijen SJ, Engelen MA, Scheede-Bergdahl C, Carli F, Roumen RMH, Slooter GD, Schep G.","Scand J Med Sci Sports. 2018 Feb;28(2):360-370. doi: 10.1111/sms.12907. Epub 2017 May 26.","van Rooijen SJ","Scand J Med Sci Sports","2018","2017/05/11","","","10.1111/sms.12907"
"28530517","Contributions of Body-Composition Characteristics to Critical Power and Anaerobic Work Capacity","Byrd MT, Switalla JR, Eastman JE, Wallace BJ, Clasey JL, Bergstrom HC.","Int J Sports Physiol Perform. 2018 Feb 1;13(2):189-193. doi: 10.1123/ijspp.2016-0810. Epub 2018 Feb 14.","Byrd MT","Int J Sports Physiol Perform","2018","2017/05/23","","","10.1123/ijspp.2016-0810"
"28544170","Hamstring injury prevention in soccer: Before or after training?","Lovell R, Knox M, Weston M, Siegler JC, Brennan S, Marshall PWM.","Scand J Med Sci Sports. 2018 Feb;28(2):658-666. doi: 10.1111/sms.12925. Epub 2017 Jun 28.","Lovell R","Scand J Med Sci Sports","2018","2017/05/26","","","10.1111/sms.12925"
